MooreRank,Team,W,L,T,MooreSOS,MoorePR,Season,TeamID
219,CENTRAL CONNECTICUT ST.,13,16,0,62.47,62.63,2012,1148
273,CENTRAL CONNECTICUT ST.,13,17,0,64.01,57.89,2013,1148
296,CENTRAL CONNECTICUT ST.,11,19,0,61.63,55.36,2014,1148
325,CENTRAL CONNECTICUT ST.,5,26,0,60.12,50.48,2015,1148
342,CENTRAL CONNECTICUT ST.,4,25,0,58.02,46.02,2016,1148
320,CENTRAL CONNECTICUT ST.,6,23,0,57.61,48.24,2017,1148
280,CENTRAL CONNECTICUT ST.,14,18,0,60.69,56.9,2018,1148
146,CENTRAL FLORIDA,15,17,0,71.17,69.41,2010,1416
108,CENTRAL FLORIDA,21,12,0,69.52,72.31,2011,1416
115,CENTRAL FLORIDA,22,11,0,69.29,71.81,2012,1416
114,CENTRAL FLORIDA,20,11,0,67.24,71.06,2013,1416
115,CENTRAL FLORIDA,13,18,0,70.03,70.58,2014,1416
229,CENTRAL FLORIDA,12,18,0,65.42,60.27,2015,1416
178,CENTRAL FLORIDA,12,18,0,67.61,62.43,2016,1416
60,CENTRAL FLORIDA,24,12,0,67.13,72.07,2017,1416
112,CENTRAL FLORIDA,19,13,0,69.16,69.04,2018,1416
198,CENTRAL MICHIGAN,15,15,0,65.31,64.95,2010,1141
256,CENTRAL MICHIGAN,10,21,0,63.95,59.63,2011,1141
264,CENTRAL MICHIGAN,11,21,0,65.33,59.5,2012,1141
262,CENTRAL MICHIGAN,11,20,0,64.86,59.27,2013,1141
279,CENTRAL MICHIGAN,10,21,0,61.8,56.96,2014,1141
110,CENTRAL MICHIGAN,23,9,0,61.92,68.8,2015,1141
143,CENTRAL MICHIGAN,17,16,0,60.94,65.59,2016,1141
219,CENTRAL MICHIGAN,16,16,0,59.43,56.81,2017,1141
188,CENTRAL MICHIGAN,21,15,0,59.99,63.32,2018,1141
280,CHARLESTON SOUTHERN,13,17,0,59.98,57.42,2010,1149
231,CHARLESTON SOUTHERN,16,16,0,62.08,62.14,2011,1149
192,CHARLESTON SOUTHERN,19,12,0,63.83,64.77,2012,1149
185,CHARLESTON SOUTHERN,19,13,0,62.91,65.25,2013,1149
216,CHARLESTON SOUTHERN,13,18,0,60.47,61.99,2014,1149
211,CHARLESTON SOUTHERN,19,12,0,59.96,61.67,2015,1149
309,CHARLESTON SOUTHERN,9,21,0,60.61,51.64,2016,1149
305,CHARLESTON SOUTHERN,12,19,0,54.57,50.32,2017,1149
216,CHARLESTON SOUTHERN,15,16,0,58.82,61.14,2018,1149
330,CHICAGO ST.,9,23,0,58.61,51.05,2010,1152
345,CHICAGO ST.,6,26,0,59.92,39.75,2011,1152
340,CHICAGO ST.,4,26,0,60.59,46.88,2012,1152
301,CHICAGO ST.,11,22,0,61.15,54.14,2013,1152
301,CHICAGO ST.,13,19,0,62.72,54.92,2014,1152
319,CHICAGO ST.,8,24,0,62,51.2,2015,1152
348,CHICAGO ST.,4,28,0,61.28,42.61,2016,1152
342,CHICAGO ST.,6,26,0,56.11,43.61,2017,1152
342,CHICAGO ST.,3,29,0,65.02,48.75,2018,1152
72,CINCINNATI,19,16,0,76.44,77.69,2010,1153
20,CINCINNATI,26,9,0,74.33,84.51,2011,1153
24,CINCINNATI,26,11,0,74.37,83.11,2012,1153
38,CINCINNATI,22,12,0,74.05,79.71,2013,1153
28,CINCINNATI,27,7,0,72.75,81.28,2014,1153
47,CINCINNATI,23,11,0,70.16,76.83,2015,1153
40,CINCINNATI,22,11,0,70.23,78.4,2016,1153
19,CINCINNATI,30,6,0,68.93,79.9,2017,1153
7,CINCINNATI,31,5,0,69.78,84.12,2018,1153
196,CITADEL,16,16,0,63.92,65.11,2010,1154
258,CITADEL,10,22,0,64.57,59.4,2011,1154
304,CITADEL,6,24,0,65.18,54.08,2012,1154
318,CITADEL,8,22,0,63.66,52.54,2013,1154
316,CITADEL,7,26,0,60.26,52.55,2014,1154
322,CITADEL,11,19,0,60.25,50.69,2015,1154
338,CITADEL,10,22,0,57.97,46.96,2016,1154
303,CITADEL,12,21,0,57.45,50.38,2017,1154
292,CITADEL,11,21,0,60.98,56,2018,1154
25,CLEMSON,21,11,0,76.26,84.2,2010,1155
23,CLEMSON,22,12,0,75.18,84.3,2011,1155
57,CLEMSON,16,15,0,71.49,77.46,2012,1155
110,CLEMSON,13,18,0,71.6,71.25,2013,1155
49,CLEMSON,23,13,0,72.95,78.03,2014,1155
60,CLEMSON,16,15,0,73.37,75.09,2015,1155
44,CLEMSON,17,14,0,72.54,77.87,2016,1155
47,CLEMSON,17,16,0,73.2,74.6,2017,1155
12,CLEMSON,25,10,0,74.47,82.57,2018,1155
142,CLEVELAND ST.,16,17,0,70.16,69.68,2010,1156
94,CLEVELAND ST.,27,9,0,68.77,74.3,2011,1156
100,CLEVELAND ST.,22,11,0,68.86,73.09,2012,1156
267,CLEVELAND ST.,14,18,0,67.47,58.7,2013,1156
112,CLEVELAND ST.,21,12,0,65.58,70.85,2014,1156
91,CLEVELAND ST.,19,15,0,64.89,70.77,2015,1156
277,CLEVELAND ST.,9,23,0,64.74,54.84,2016,1156
277,CLEVELAND ST.,9,22,0,58.07,52.51,2017,1156
289,CLEVELAND ST.,12,23,0,62.07,56.2,2018,1156
155,COASTAL CAROLINA,28,7,0,59.88,68.62,2010,1157
152,COASTAL CAROLINA,28,6,0,61.36,68.38,2011,1157
183,COASTAL CAROLINA,19,12,0,62.03,65.2,2012,1157
231,COASTAL CAROLINA,14,15,0,62.68,61.06,2013,1157
188,COASTAL CAROLINA,21,13,0,61.82,64.4,2014,1157
152,COASTAL CAROLINA,24,10,0,58.17,65.96,2015,1157
173,COASTAL CAROLINA,21,12,0,57.65,62.59,2016,1157
170,COASTAL CAROLINA,20,19,0,58.95,60.09,2017,1157
230,COASTAL CAROLINA,14,18,0,59.75,60.25,2018,1157
267,COLGATE,10,19,0,63.1,58.32,2010,1159
308,COLGATE,7,23,0,63.64,54.23,2011,1159
315,COLGATE,8,22,0,63.24,52.25,2012,1159
281,COLGATE,11,21,0,65.18,57.18,2013,1159
184,COLGATE,13,18,0,63.74,64.64,2014,1159
161,COLGATE,16,17,0,62.2,65.25,2015,1159
231,COLGATE,13,17,0,61.47,58.7,2016,1159
231,COLGATE,10,22,0,60,55.96,2017,1159
179,COLGATE,19,14,0,62.24,63.85,2018,1159
153,COLLEGE OF CHARLESTON,22,12,0,66.58,68.99,2010,1158
88,COLLEGE OF CHARLESTON,26,11,0,67.49,74.93,2011,1158
178,COLLEGE OF CHARLESTON,19,12,0,65.64,65.86,2012,1158
152,COLLEGE OF CHARLESTON,24,11,0,63.94,67.34,2013,1158
197,COLLEGE OF CHARLESTON,14,18,0,64.29,63.62,2014,1158
292,COLLEGE OF CHARLESTON,9,24,0,63.47,55.29,2015,1158
154,COLLEGE OF CHARLESTON,17,14,0,64.04,64.71,2016,1158
112,COLLEGE OF CHARLESTON,25,10,0,60.68,64.71,2017,1158
110,COLLEGE OF CHARLESTON,26,8,0,62.89,69.44,2018,1158
93,COLORADO,15,16,0,74.38,75.01,2010,1160
41,COLORADO,24,14,0,72.41,81.36,2011,1160
69,COLORADO,24,12,0,71.48,76.29,2012,1160
65,COLORADO,21,12,0,72.64,75.92,2013,1160
87,COLORADO,23,12,0,73.43,73.15,2014,1160
101,COLORADO,16,18,0,70.99,69.72,2015,1160
53,COLORADO,22,12,0,71.7,76.43,2016,1160
81,COLORADO,19,15,0,66.13,68.84,2017,1160
94,COLORADO,17,15,0,71.95,71.28,2018,1160
161,COLORADO ST.,16,16,0,70.34,68.24,2010,1161
92,COLORADO ST.,19,13,0,72.81,74.47,2011,1161
92,COLORADO ST.,20,12,0,71.25,73.88,2012,1161
41,COLORADO ST.,26,9,0,72.51,79.27,2013,1161
133,COLORADO ST.,16,16,0,67.33,68.68,2014,1161
77,COLORADO ST.,27,7,0,66.63,72.73,2015,1161
139,COLORADO ST.,18,16,0,62.38,65.89,2016,1161
100,COLORADO ST.,24,12,0,63.51,65.72,2017,1161
238,COLORADO ST.,11,21,0,66.5,59.94,2018,1161
290,COLUMBIA,11,17,0,62.33,55.95,2010,1162
236,COLUMBIA,15,13,0,62.19,61.8,2011,1162
207,COLUMBIA,15,15,0,63.68,63.54,2012,1162
195,COLUMBIA,12,16,0,64.61,64.43,2013,1162
130,COLUMBIA,21,13,0,64.39,68.75,2014,1162
157,COLUMBIA,13,15,0,63.92,65.71,2015,1162
85,COLUMBIA,25,10,0,63.28,72.19,2016,1162
214,COLUMBIA,11,16,0,59.07,56.92,2017,1162
240,COLUMBIA,8,19,0,62.31,59.92,2018,1162
52,CONNECTICUT,18,16,0,77.78,80.13,2010,1163
4,CONNECTICUT,32,9,0,78.82,89.19,2011,1163
32,CONNECTICUT,20,14,0,75.84,80.73,2012,1163
49,CONNECTICUT,20,10,0,74.81,78.09,2013,1163
6,CONNECTICUT,32,8,0,76.13,87.32,2014,1163
61,CONNECTICUT,20,15,0,71,75.02,2015,1163
25,CONNECTICUT,25,11,0,71.21,80.84,2016,1163
74,CONNECTICUT,16,17,0,69.02,69.72,2017,1163
119,CONNECTICUT,14,18,0,72.86,68.43,2018,1163
334,COPPIN ST.,8,22,0,58.67,49.99,2010,1164
270,COPPIN ST.,16,14,0,58.99,58.58,2011,1164
290,COPPIN ST.,14,16,0,60.91,56.9,2012,1164
328,COPPIN ST.,8,24,0,61.39,50.34,2013,1164
299,COPPIN ST.,12,20,0,62.1,55.15,2014,1164
333,COPPIN ST.,8,23,0,61.09,48.78,2015,1164
330,COPPIN ST.,9,22,0,58.5,48.57,2016,1164
345,COPPIN ST.,8,24,0,54.06,42.7,2017,1164
346,COPPIN ST.,5,27,0,60.51,47.61,2018,1164
51,CORNELL,29,5,0,66.91,80.36,2010,1165
171,CORNELL,10,18,0,66.41,66.48,2011,1165
203,CORNELL,11,16,0,66.79,63.95,2012,1165
256,CORNELL,13,18,0,65.09,59.63,2013,1165
324,CORNELL,2,26,0,66.39,51.73,2014,1165
212,CORNELL,13,17,0,65.08,61.64,2015,1165
255,CORNELL,10,18,0,65.09,56.79,2016,1165
239,CORNELL,8,21,0,60.53,55.57,2017,1165
278,CORNELL,12,16,0,61.7,57.1,2018,1165
108,CREIGHTON,18,16,0,70.38,73.21,2010,1166
83,CREIGHTON,23,16,0,70.22,75.45,2011,1166
34,CREIGHTON,29,6,0,71.75,80.25,2012,1166
24,CREIGHTON,28,8,0,71.9,81.99,2013,1166
22,CREIGHTON,27,8,0,73.01,82.31,2014,1166
71,CREIGHTON,14,19,0,71.29,73.5,2015,1166
39,CREIGHTON,20,15,0,71.36,78.55,2016,1166
33,CREIGHTON,25,10,0,69.9,76.49,2017,1166
47,CREIGHTON,21,12,0,69.96,76.67,2018,1166
331,DARTMOUTH,5,23,0,64.04,50.64,2010,1171
324,DARTMOUTH,5,23,0,64.01,51.09,2011,1171
286,DARTMOUTH,5,25,0,65.22,57.2,2012,1171
257,DARTMOUTH,9,19,0,63.15,59.6,2013,1171
213,DARTMOUTH,12,16,0,62.9,62.37,2014,1171
168,DARTMOUTH,14,15,0,62.96,64.77,2015,1171
195,DARTMOUTH,10,18,0,62.04,61.6,2016,1171
276,DARTMOUTH,7,20,0,60.68,52.53,2017,1171
275,DARTMOUTH,7,20,0,62.69,57.26,2018,1171
200,DAVIDSON,16,15,0,67.74,64.85,2010,1172
149,DAVIDSON,18,15,0,66.46,68.48,2011,1172
78,DAVIDSON,25,8,0,65.39,75.19,2012,1172
46,DAVIDSON,26,8,0,64.89,78.73,2013,1172
93,DAVIDSON,20,13,0,64.36,71.94,2014,1172
54,DAVIDSON,24,8,0,68.14,76.04,2015,1172
87,DAVIDSON,20,13,0,68.95,71.76,2016,1172
83,DAVIDSON,17,15,0,68.06,68.76,2017,1172
48,DAVIDSON,21,12,0,69.22,76.56,2018,1172
26,DAYTON,25,12,0,73.86,84.01,2010,1173
93,DAYTON,22,14,0,72.36,74.46,2011,1173
67,DAYTON,20,13,0,71.72,76.34,2012,1173
61,DAYTON,17,14,0,70.95,76.27,2013,1173
39,DAYTON,26,11,0,72.34,78.92,2014,1173
51,DAYTON,27,9,0,68.87,76.39,2015,1173
57,DAYTON,25,8,0,70.17,75.44,2016,1173
44,DAYTON,24,8,0,67.21,75.12,2017,1173
123,DAYTON,14,17,0,69.27,67.98,2018,1173
244,DELAWARE,7,24,0,70.32,61.16,2010,1174
190,DELAWARE,13,17,0,69.64,65.56,2011,1174
160,DELAWARE,18,14,0,66.67,67.02,2012,1174
162,DELAWARE,19,14,0,66.85,66.65,2013,1174
118,DELAWARE,25,10,0,66.54,70.01,2014,1174
228,DELAWARE,10,20,0,62.96,60.28,2015,1174
276,DELAWARE,7,23,0,64.91,54.93,2016,1174
267,DELAWARE,13,20,0,59.44,53.4,2017,1174
233,DELAWARE,14,19,0,63.69,60.13,2018,1174
282,DELAWARE ST.,17,12,0,57.6,57.11,2010,1175
322,DELAWARE ST.,10,21,0,61.42,52.03,2011,1175
270,DELAWARE ST.,15,14,0,59.87,59.1,2012,1175
292,DELAWARE ST.,15,18,0,59.85,55.77,2013,1175
312,DELAWARE ST.,9,21,0,60.62,53.27,2014,1175
299,DELAWARE ST.,18,18,0,57.91,54.47,2015,1175
345,DELAWARE ST.,7,25,0,57.02,43.98,2016,1175
334,DELAWARE ST.,10,22,0,52.9,44.92,2017,1175
344,DELAWARE ST.,4,28,0,56.27,48.16,2018,1175
187,DENVER,19,13,0,63.6,65.78,2010,1176
220,DENVER,13,17,0,64.81,63.44,2011,1176
112,DENVER,22,9,0,64.49,71.98,2012,1176
54,DENVER,22,10,0,67.03,76.99,2013,1176
153,DENVER,16,15,0,64.92,66.95,2014,1176
221,DENVER,12,18,0,62.05,60.98,2015,1176
208,DENVER,16,15,0,60.08,60.73,2016,1176
196,DENVER,16,14,0,58.78,58.39,2017,1176
257,DENVER,15,15,0,59.43,58.63,2018,1176
148,DEPAUL,8,23,0,75.96,69.14,2010,1177
183,DEPAUL,7,24,0,75.83,66.06,2011,1177
136,DEPAUL,12,19,0,72.74,69.88,2012,1177
160,DEPAUL,11,21,0,72.22,66.71,2013,1177
144,DEPAUL,12,21,0,74.32,67.81,2014,1177
141,DEPAUL,12,20,0,72.34,66.65,2015,1177
166,DEPAUL,9,22,0,72.13,63.12,2016,1177
107,DEPAUL,9,23,0,70.17,64.82,2017,1177
91,DEPAUL,11,20,0,73.26,71.46,2018,1177
136,DETROIT,20,14,0,67.07,70.43,2010,1178
124,DETROIT,17,16,0,69.82,70.7,2011,1178
82,DETROIT,22,14,0,68.38,74.39,2012,1178
100,DETROIT,20,13,0,67.99,72.16,2013,1178
206,DETROIT,13,19,0,65.51,62.84,2014,1178
201,DETROIT,15,18,0,64.51,62.52,2015,1178
170,DETROIT,16,15,0,63.62,62.8,2016,1178
300,DETROIT,8,23,0,58.41,50.59,2017,1178
294,DETROIT,8,24,0,63.1,55.67,2018,1178
154,DRAKE,14,19,0,69.99,68.93,2010,1179
159,DRAKE,13,18,0,68.92,67.61,2011,1179
135,DRAKE,18,16,0,69.79,70,2012,1179
108,DRAKE,15,17,0,71.66,71.56,2013,1179
204,DRAKE,15,16,0,66.79,62.93,2014,1179
233,DRAKE,9,22,0,66.35,59.99,2015,1179
234,DRAKE,7,24,0,64.49,58.45,2016,1179
257,DRAKE,7,24,0,60.36,54.1,2017,1179
161,DRAKE,17,17,0,65.62,65.07,2018,1179
157,DREXEL,16,16,0,70.29,68.42,2010,1180
119,DREXEL,21,10,0,69.13,70.99,2011,1180
49,DREXEL,29,7,0,67.04,78.66,2012,1180
143,DREXEL,13,18,0,66.55,67.95,2013,1180
168,DREXEL,16,14,0,65.88,66.02,2014,1180
247,DREXEL,11,19,0,63.77,58.86,2015,1180
230,DREXEL,6,25,0,65.4,58.72,2016,1180
266,DREXEL,9,23,0,58.5,53.41,2017,1180
223,DREXEL,13,20,0,64.56,60.8,2018,1180
1,DUKE,35,5,0,79.1,95.27,2010,1181
3,DUKE,32,5,0,77.07,91.37,2011,1181
23,DUKE,27,7,0,76.42,83.22,2012,1181
7,DUKE,30,6,0,76.98,88.03,2013,1181
13,DUKE,26,9,0,75.79,84.54,2014,1181
21,DUKE,25,11,0,75.12,81.53,2016,1181
8,DUKE,28,9,0,74.5,83,2017,1181
2,DUKE,29,8,0,75.41,87.96,2018,1181
1,DUKE,35,4,0,76.35,93.43,2015,1181
150,DUQUESNE,16,16,0,70.87,69.09,2010,1182
77,DUQUESNE,19,13,0,69.78,76.31,2011,1182
124,DUQUESNE,16,15,0,72.14,70.93,2012,1182
227,DUQUESNE,8,22,0,70.95,61.52,2013,1182
131,DUQUESNE,13,17,0,68.23,68.72,2014,1182
180,DUQUESNE,12,19,0,66.67,64.32,2015,1182
150,DUQUESNE,17,17,0,66.18,65.11,2016,1182
172,DUQUESNE,10,22,0,63.81,59.87,2017,1182
171,DUQUESNE,16,16,0,63.44,64.34,2018,1182
217,EAST CAROLINA,10,21,0,70.71,63.1,2010,1187
133,EAST CAROLINA,18,16,0,69.58,69.65,2011,1187
132,EAST CAROLINA,15,16,0,66.83,70.32,2012,1187
82,EAST CAROLINA,23,12,0,67.02,73.84,2013,1187
214,EAST CAROLINA,17,17,0,62.01,62.32,2014,1187
174,EAST CAROLINA,14,19,0,66.58,64.52,2015,1187
183,EAST CAROLINA,12,20,0,66.02,62.14,2016,1187
119,EAST CAROLINA,15,18,0,64.78,64.21,2017,1187
263,EAST CAROLINA,10,20,0,65.86,58.31,2018,1187
190,EAST TENNESSEE ST.,20,15,0,64.15,65.58,2010,1190
121,EAST TENNESSEE ST.,24,12,0,65.87,70.87,2011,1190
165,EAST TENNESSEE ST.,17,14,0,63.7,66.66,2012,1190
306,EAST TENNESSEE ST.,10,22,0,65.86,53.37,2013,1190
210,EAST TENNESSEE ST.,19,16,0,61,62.6,2014,1190
239,EAST TENNESSEE ST.,16,14,0,60.72,59.41,2015,1190
163,EAST TENNESSEE ST.,24,12,0,61.09,63.2,2016,1190
96,EAST TENNESSEE ST.,27,8,0,57.91,66.52,2017,1190
113,EAST TENNESSEE ST.,25,9,0,61.4,69.02,2018,1190
193,EASTERN ILLINOIS,19,12,0,61.84,65.28,2010,1183
300,EASTERN ILLINOIS,9,20,0,61.24,55.84,2011,1183
311,EASTERN ILLINOIS,12,17,0,59.71,53.06,2012,1183
290,EASTERN ILLINOIS,11,21,0,60.21,56.18,2013,1183
294,EASTERN ILLINOIS,11,19,0,62.65,55.48,2014,1183
260,EASTERN ILLINOIS,18,15,0,60.88,58.19,2015,1183
275,EASTERN ILLINOIS,13,17,0,56.62,54.98,2016,1183
272,EASTERN ILLINOIS,14,15,0,53.55,52.68,2017,1183
267,EASTERN ILLINOIS,12,19,0,59.78,57.96,2018,1183
203,EASTERN KENTUCKY,20,13,0,61.94,64.76,2010,1184
244,EASTERN KENTUCKY,15,16,0,60.54,61.01,2011,1184
291,EASTERN KENTUCKY,15,16,0,60.21,56.87,2012,1184
151,EASTERN KENTUCKY,25,10,0,61.93,67.37,2013,1184
140,EASTERN KENTUCKY,24,10,0,61.39,68.13,2014,1184
173,EASTERN KENTUCKY,21,12,0,59.76,64.58,2015,1184
222,EASTERN KENTUCKY,15,16,0,58.18,59.37,2016,1184
293,EASTERN KENTUCKY,12,19,0,55.65,51.5,2017,1184
296,EASTERN KENTUCKY,11,20,0,60.07,55.55,2018,1184
188,EASTERN MICHIGAN,17,15,0,63.53,65.71,2010,1185
265,EASTERN MICHIGAN,9,22,0,64.27,58.92,2011,1185
259,EASTERN MICHIGAN,14,18,0,65.99,60.1,2012,1185
240,EASTERN MICHIGAN,16,18,0,64.38,60.7,2013,1185
158,EASTERN MICHIGAN,22,15,0,65.89,66.82,2014,1185
154,EASTERN MICHIGAN,21,14,0,62.14,65.87,2015,1185
148,EASTERN MICHIGAN,18,15,0,65.55,65.22,2016,1185
198,EASTERN MICHIGAN,16,17,0,58.5,58.26,2017,1185
183,EASTERN MICHIGAN,22,13,0,59.37,63.6,2018,1185
285,EASTERN WASHINGTON,9,21,0,65.4,56.71,2010,1186
262,EASTERN WASHINGTON,10,20,0,63.93,59.22,2011,1186
255,EASTERN WASHINGTON,15,17,0,61.97,60.24,2012,1186
296,EASTERN WASHINGTON,10,21,0,60.21,54.96,2013,1186
244,EASTERN WASHINGTON,15,16,0,60.77,60.02,2014,1186
179,EASTERN WASHINGTON,26,9,0,59.47,64.34,2015,1186
228,EASTERN WASHINGTON,18,16,0,57.9,58.96,2016,1186
191,EASTERN WASHINGTON,22,12,0,56.99,58.78,2017,1186
215,EASTERN WASHINGTON,20,15,0,60.42,61.17,2018,1186
253,ELON,9,23,0,65.21,59.97,2010,1189
234,ELON,14,17,0,65.34,61.84,2011,1189
252,ELON,15,16,0,63.55,60.47,2012,1189
203,ELON,21,12,0,63.33,63.45,2013,1189
185,ELON,18,14,0,62.99,64.63,2014,1189
245,ELON,15,18,0,62.27,59.05,2015,1189
180,ELON,16,16,0,64.2,62.2,2016,1189
164,ELON,18,14,0,58.64,60.37,2017,1189
203,ELON,14,18,0,64.28,61.89,2018,1189
205,EVANSVILLE,9,21,0,69.29,64.6,2010,1191
151,EVANSVILLE,16,16,0,69.72,68.39,2011,1191
114,EVANSVILLE,16,16,0,71.68,71.82,2012,1191
90,EVANSVILLE,21,15,0,70.03,72.95,2013,1191
196,EVANSVILLE,14,19,0,65.73,63.71,2014,1191
105,EVANSVILLE,24,12,0,65.39,69.08,2015,1191
79,EVANSVILLE,25,9,0,63.66,72.82,2016,1191
167,EVANSVILLE,16,17,0,60.69,60.33,2017,1191
173,EVANSVILLE,17,15,0,62.51,64.24,2018,1191
117,FAIRFIELD,23,11,0,67.32,71.61,2010,1193
113,FAIRFIELD,25,8,0,64.61,71.84,2011,1193
102,FAIRFIELD,22,15,0,67.52,73.01,2012,1193
161,FAIRFIELD,19,16,0,66.14,66.7,2013,1193
245,FAIRFIELD,7,25,0,66.81,60.01,2014,1193
268,FAIRFIELD,7,24,0,64.78,57.51,2015,1193
188,FAIRFIELD,19,14,0,63.25,62.1,2016,1193
171,FAIRFIELD,16,15,0,61.14,59.88,2017,1193
201,FAIRFIELD,17,16,0,64.19,62.73,2018,1193
300,FAIRLEIGH DICKINSON,11,21,0,61.62,55.32,2010,1192
323,FAIRLEIGH DICKINSON,5,24,0,61.47,51.86,2011,1192
324,FAIRLEIGH DICKINSON,3,26,0,63.68,50.45,2012,1192
338,FAIRLEIGH DICKINSON,7,24,0,63.14,47.13,2013,1192
297,FAIRLEIGH DICKINSON,10,21,0,63.16,55.23,2014,1192
310,FAIRLEIGH DICKINSON,8,21,0,62.53,52.4,2015,1192
269,FAIRLEIGH DICKINSON,18,15,0,60.2,55.29,2016,1192
224,FAIRLEIGH DICKINSON,11,19,0,59.69,56.31,2017,1192
210,FAIRLEIGH DICKINSON,13,18,0,62.88,61.46,2018,1192
39,FLORIDA,21,13,0,75.8,81.64,2010,1196
10,FLORIDA,29,8,0,75.82,86.97,2011,1196
11,FLORIDA,26,11,0,74.86,86.02,2012,1196
5,FLORIDA,29,8,0,73.75,88.48,2013,1196
4,FLORIDA,36,3,0,74.06,88.32,2014,1196
46,FLORIDA,16,17,0,73.5,76.96,2015,1196
46,FLORIDA,21,15,0,73.25,77.66,2016,1196
9,FLORIDA,27,9,0,73.31,82.58,2017,1196
22,FLORIDA,21,13,0,75.18,80.88,2018,1196
338,FLORIDA A&M,9,22,0,60.2,48.28,2010,1197
325,FLORIDA A&M,12,20,0,59.33,50.69,2011,1197
316,FLORIDA A&M,10,23,0,58.98,52.13,2012,1197
329,FLORIDA A&M,8,23,0,59.1,50.33,2013,1197
300,FLORIDA A&M,14,18,0,58.04,55.04,2014,1197
349,FLORIDA A&M,2,27,0,56.7,40.09,2015,1197
351,FLORIDA A&M,8,21,0,51.78,40.62,2016,1197
338,FLORIDA A&M,7,23,0,51.41,44.12,2017,1197
339,FLORIDA A&M,9,25,0,57.69,49.04,2018,1197
232,FLORIDA ATLANTIC,14,16,0,64.67,62.18,2010,1194
191,FLORIDA ATLANTIC,21,11,0,65.65,65.51,2011,1194
230,FLORIDA ATLANTIC,11,19,0,66.65,61.62,2012,1194
246,FLORIDA ATLANTIC,14,18,0,63.14,60.4,2013,1194
231,FLORIDA ATLANTIC,10,22,0,66.48,61.03,2014,1194
287,FLORIDA ATLANTIC,9,20,0,62.06,55.69,2015,1194
286,FLORIDA ATLANTIC,8,25,0,63.23,54.26,2016,1194
281,FLORIDA ATLANTIC,10,20,0,57.51,52.29,2017,1194
228,FLORIDA ATLANTIC,12,19,0,61.34,60.31,2018,1194
305,FLORIDA GULF COAST,8,21,0,61.92,54.81,2010,1195
280,FLORIDA GULF COAST,10,20,0,63.77,58.03,2011,1195
214,FLORIDA GULF COAST,15,17,0,64.6,62.94,2012,1195
77,FLORIDA GULF COAST,26,11,0,66.51,74.52,2013,1195
139,FLORIDA GULF COAST,22,13,0,61.19,68.22,2014,1195
200,FLORIDA GULF COAST,22,11,0,60.1,62.53,2015,1195
158,FLORIDA GULF COAST,21,14,0,58.21,64.15,2016,1195
92,FLORIDA GULF COAST,26,8,0,53.16,67.13,2017,1195
184,FLORIDA GULF COAST,23,12,0,55.2,63.57,2018,1195
287,FLORIDA INTERNATIONAL,7,25,0,65.57,56.68,2010,1198
271,FLORIDA INTERNATIONAL,11,19,0,63.08,58.57,2011,1198
248,FLORIDA INTERNATIONAL,8,21,0,65.58,60.67,2012,1198
206,FLORIDA INTERNATIONAL,18,14,0,63.95,63.15,2013,1198
203,FLORIDA INTERNATIONAL,15,16,0,65.06,63.09,2014,1198
272,FLORIDA INTERNATIONAL,16,17,0,61.45,57.32,2015,1198
238,FLORIDA INTERNATIONAL,13,19,0,58.64,57.93,2016,1198
241,FLORIDA INTERNATIONAL,7,24,0,58,55.27,2017,1198
239,FLORIDA INTERNATIONAL,14,18,0,60.74,59.94,2018,1198
31,FLORIDA ST.,22,10,0,75.92,83.12,2010,1199
27,FLORIDA ST.,23,11,0,74.88,83.46,2011,1199
21,FLORIDA ST.,25,10,0,75.74,83.53,2012,1199
96,FLORIDA ST.,18,16,0,75.24,72.5,2013,1199
46,FLORIDA ST.,22,14,0,75.68,78.32,2014,1199
56,FLORIDA ST.,17,16,0,73.57,75.59,2015,1199
49,FLORIDA ST.,20,14,0,72.94,77.08,2016,1199
27,FLORIDA ST.,26,9,0,71.98,78.51,2017,1199
20,FLORIDA ST.,23,12,0,74.66,81.19,2018,1199
299,FORDHAM,2,26,0,71.2,55.38,2010,1200
266,FORDHAM,7,21,0,69.95,58.86,2011,1200
236,FORDHAM,10,19,0,70.16,61.09,2012,1200
216,FORDHAM,7,24,0,73.01,62.1,2013,1200
190,FORDHAM,10,21,0,70.32,64.27,2014,1200
160,FORDHAM,10,21,0,68.29,65.42,2015,1200
135,FORDHAM,17,14,0,64.24,66.09,2016,1200
159,FORDHAM,13,19,0,63.72,60.65,2017,1200
236,FORDHAM,9,22,0,67.34,59.97,2018,1200
195,FRESNO ST.,15,18,0,68.66,65.23,2010,1201
178,FRESNO ST.,14,17,0,67.71,66.23,2011,1201
181,FRESNO ST.,12,20,0,67.56,65.69,2012,1201
109,FRESNO ST.,11,19,0,72.1,71.5,2013,1201
78,FRESNO ST.,21,18,0,68.28,74.22,2014,1201
150,FRESNO ST.,15,17,0,65.85,66.08,2015,1201
98,FRESNO ST.,25,10,0,64.77,70.64,2016,1201
118,FRESNO ST.,20,13,0,61.51,64.24,2017,1201
98,FRESNO ST.,21,11,0,64.81,71.21,2018,1201
235,FURMAN,13,17,0,63.12,62.09,2010,1202
172,FURMAN,22,11,0,63.65,66.47,2011,1202
247,FURMAN,15,16,0,62.88,60.7,2012,1202
