MooreRank,Team,W,L,T,MooreSOS,MoorePR,Season,TeamID
270,LONG ISLAND UNIVERSITY,16,15,0,56.46,55.23,2016,1254
203,LONG ISLAND UNIVERSITY,20,12,0,56.8,57.82,2017,1254
229,LONG ISLAND UNIVERSITY,18,17,0,59.82,60.3,2018,1254
311,LONGWOOD,12,19,0,58.08,53.62,2010,1255
319,LONGWOOD,12,19,0,61.13,52.79,2011,1255
344,LONGWOOD,10,21,0,56.91,45.05,2012,1255
336,LONGWOOD,8,25,0,62.29,48.85,2013,1255
346,LONGWOOD,8,24,0,58.97,47.11,2014,1255
309,LONGWOOD,11,23,0,59.23,52.52,2015,1255
290,LONGWOOD,10,23,0,57.27,53.78,2016,1255
343,LONGWOOD,6,24,0,55.04,43.34,2017,1255
332,LONGWOOD,7,26,0,59.78,50.8,2018,1255
260,LOUISIANA MONROE,12,19,0,62.59,59.23,2010,1419
316,LOUISIANA MONROE,7,24,0,64.39,53.28,2011,1419
313,LOUISIANA MONROE,3,26,0,65.86,52.55,2012,1419
334,LOUISIANA MONROE,4,23,0,64.4,49.35,2013,1419
252,LOUISIANA MONROE,10,17,0,66.31,59.15,2014,1419
187,LOUISIANA MONROE,24,14,0,59.98,63.89,2015,1419
145,LOUISIANA MONROE,20,14,0,62.25,65.57,2016,1419
264,LOUISIANA MONROE,9,24,0,58.27,53.5,2017,1419
250,LOUISIANA MONROE,16,16,0,58.72,59.51,2018,1419
159,LOUISIANA TECH,24,11,0,68.22,68.32,2010,1256
255,LOUISIANA TECH,12,20,0,65.94,59.78,2011,1256
180,LOUISIANA TECH,18,16,0,63.38,65.76,2012,1256
119,LOUISIANA TECH,27,7,0,62.53,70.53,2013,1256
48,LOUISIANA TECH,29,8,0,65.67,78.16,2014,1256
89,LOUISIANA TECH,27,9,0,62.49,71.49,2015,1256
160,LOUISIANA TECH,23,10,0,58.64,63.44,2016,1256
135,LOUISIANA TECH,23,10,0,55.6,63.29,2017,1256
138,LOUISIANA TECH,17,16,0,62.99,66.62,2018,1256
222,LOUISIANA-LAFAYETTE,13,17,0,63.36,62.9,2010,1418
186,LOUISIANA-LAFAYETTE,14,15,0,64.97,65.76,2011,1418
216,LOUISIANA-LAFAYETTE,16,16,0,64.29,62.75,2012,1418
249,LOUISIANA-LAFAYETTE,13,20,0,64.43,60.22,2013,1418
122,LOUISIANA-LAFAYETTE,23,12,0,64.33,69.63,2014,1418
137,LOUISIANA-LAFAYETTE,22,14,0,59.43,67.05,2015,1418
119,LOUISIANA-LAFAYETTE,19,15,0,61.38,67.53,2016,1418
176,LOUISIANA-LAFAYETTE,21,12,0,57.23,59.56,2017,1418
77,LOUISIANA-LAFAYETTE,27,7,0,62.14,72.91,2018,1418
38,LOUISVILLE,20,13,0,76.57,82.22,2010,1257
13,LOUISVILLE,25,10,0,76.83,86.48,2011,1257
9,LOUISVILLE,30,10,0,76.99,86.86,2012,1257
1,LOUISVILLE,31,6,0    7,1.55,92.85,2014,1257
12,LOUISVILLE,27,9,0,74.61,83.45,2015,1257
16,LOUISVILLE,23,8,0,71.7,82.51,2016,1257
7,LOUISVILLE,25,9,0,75.57,84.85,2017,1257
34,LOUISVILLE,22,14,0,75.43,78.53,2018,1257
1,LOUISVILLE,35,5,0,76.91,94.56,2013,1257
214,LOYOLA ILLINOIS,14,15,0,68.45,63.45,2010,1260
146,LOYOLA ILLINOIS,16,15,0,66.72,68.68,2011,1260
244,LOYOLA ILLINOIS,7,23,0,65.24,60.75,2012,1260
174,LOYOLA ILLINOIS,15,16,0,65.04,65.86,2013,1260
243,LOYOLA ILLINOIS,10,22,0,64.22,60.12,2014,1260
116,LOYOLA ILLINOIS,24,13,0,64.64,68.38,2015,1260
140,LOYOLA ILLINOIS,15,17,0,65.44,65.86,2016,1260
120,LOYOLA ILLINOIS,18,14,0,61.05,64.2,2017,1260
58,LOYOLA ILLINOIS,32,6,0,66.83,75.61,2018,1260
211,LOYOLA MARYLAND,13,17,0,66.32,64.08,2010,1259
181,LOYOLA MARYLAND,15,15,0,65.82,66.19,2011,1259
131,LOYOLA MARYLAND,24,9,0,65.8,70.44,2012,1259
126,LOYOLA MARYLAND,23,12,0,64.6,69.63,2013,1259
284,LOYOLA MARYLAND,11,19,0,63.75,56.67,2014,1259
258,LOYOLA MARYLAND,11,18,0,64.46,58.42,2015,1259
265,LOYOLA MARYLAND,9,21,0,61.13,55.82,2016,1259
186,LOYOLA MARYLAND,16,17,0,60.91,59.04,2017,1259
241,LOYOLA MARYLAND,9,22,0,64.56,59.9,2018,1259
173,LOYOLA MARYMOUNT,18,16,0,67.98,67.11,2010,1258
209,LOYOLA MARYMOUNT,11,21,0,67.08,64.13,2011,1258
126,LOYOLA MARYMOUNT,21,13,0,68.26,70.76,2012,1258
180,LOYOLA MARYMOUNT,11,23,0,68.92,65.33,2013,1258
180,LOYOLA MARYMOUNT,13,19,0,69.4,65.27,2014,1258
253,LOYOLA MARYMOUNT,8,23,0,70.05,58.61,2015,1258
197,LOYOLA MARYMOUNT,14,17,0,65.34,61.48,2016,1258
140,LOYOLA MARYMOUNT,15,15,0,63.77,62.51,2017,1258
211,LOYOLA MARYMOUNT,11,20,0,65.11,61.37,2018,1258
120,LSU,11,20,0,76.15,71.43,2010,1261
184,LSU,11,21,0,70.46,65.9,2011,1261
101,LSU,18,15,0,72.81,73.08,2012,1261
86,LSU,19,12,0,69.57,73.12,2013,1261
69,LSU,20,14,0,72.41,74.9,2014,1261
45,LSU,22,11,0,70.89,77.04,2015,1261
86,LSU,19,14,0,70.92,71.9,2016,1261
145,LSU,10,21,0,70.69,61.89,2017,1261
69,LSU,18,15,0,73.29,74.01,2018,1261
221,MAINE,19,11,0,62.53,62.93,2010,1263
232,MAINE,15,15,0,62.16,62.01,2011,1263
280,MAINE,12,17,0,60.9,57.77,2012,1263
268,MAINE,11,19,0,63.21,58.67,2013,1263
333,MAINE,6,23,0,62.62,49.77,2014,1263
343,MAINE,3,27,0,61.13,47.02,2015,1263
333,MAINE,8,22,0,60.5,48.18,2016,1263
327,MAINE,7,25,0,59.23,46.96,2017,1263
312,MAINE,6,26,0,61.32,53.77,2018,1263
197,MANHATTAN,11,20,0,66.02,65.07,2010,1264
295,MANHATTAN,6,25,0,66.62,56.84,2011,1264
148,MANHATTAN,21,13,0,64.4,68.84,2012,1264
120,MANHATTAN,14,18,0,67.98,70.33,2013,1264
73,MANHATTAN,25,8,0,65.61,74.65,2014,1264
114,MANHATTAN,19,14,0,64.29,68.53,2015,1264
215,MANHATTAN,13,18,0,62.79,60.36,2016,1264
240,MANHATTAN,10,22,0,61.49,55.3,2017,1264
200,MANHATTAN,14,17,0,64.15,62.75,2018,1264
324,MARIST,1,29,0,66.91,51.59,2010,1265
296,MARIST,6,27,0,67.86,56.18,2011,1265
232,MARIST,14,18,0,65.14,61.57,2012,1265
208,MARIST,10,21,0,64.98,63.06,2013,1265
195,MARIST,12,19,0,66.62,63.83,2014,1265
250,MARIST,7,25,0,64.19,58.69,2015,1265
266,MARIST,7,23,0,62.9,55.74,2016,1265
261,MARIST,8,24,0,62.07,53.73,2017,1265
297,MARIST,6,25,0,64.24,55.42,2018,1265
29,MARQUETTE,22,12,0,75.43,83.27,2010,1266
30,MARQUETTE,22,15,0,76.83,82.6,2011,1266
16,MARQUETTE,27,8,0,75.45,84.63,2012,1266
22,MARQUETTE,26,9,0,74.48,82.26,2013,1266
53,MARQUETTE,17,15,0,73.34,77.23,2014,1266
98,MARQUETTE,13,19,0,72.75,70.28,2015,1266
91,MARQUETTE,20,13,0,69.2,71,2016,1266
38,MARQUETTE,19,13,0,71.68,75.66,2017,1266
39,MARQUETTE,21,14,0,75.04,77.5,2018,1266
84,MARSHALL,24,10,0,68,75.77,2010,1267
90,MARSHALL,22,12,0,69.06,74.87,2011,1267
95,MARSHALL,21,14,0,71.76,73.69,2012,1267
179,MARSHALL,13,19,0,68.34,65.35,2013,1267
236,MARSHALL,11,22,0,63.86,60.77,2014,1267
262,MARSHALL,11,21,0,64.2,58.03,2015,1267
152,MARSHALL,17,16,0,63.6,64.88,2016,1267
146,MARSHALL,20,15,0,60.14,61.83,2017,1267
122,MARSHALL,25,11,0,63.9,68.29,2018,1267
9,MARYLAND,24,9,0,75.39,87.63,2010,1268
44,MARYLAND,19,14,0,73.91,81.22,2011,1268
80,MARYLAND,17,15,0,74.46,74.49,2012,1268
39,MARYLAND,25,13,0,72.5,79.59,2013,1268
34,MARYLAND,17,15,0,74.71,79.86,2014,1268
37,MARYLAND,28,7,0,74.05,77.93,2015,1268
23,MARYLAND,27,9,0,73.39,81.19,2016,1268
49,MARYLAND,24,9,0,70.35,74.3,2017,1268
38,MARYLAND,19,13,0,72.19,77.7,2018,1268
310,MARYLAND BALTIMORE COUNTY,4,26,0,63.54,53.73,2010,1420
336,MARYLAND BALTIMORE COUNTY,5,25,0,63.81,48.58,2011,1420
343,MARYLAND BALTIMORE COUNTY,4,26,0,62.66,46,2012,1420
305,MARYLAND BALTIMORE COUNTY,8,23,0,63.09,53.42,2013,1420
323,MARYLAND BALTIMORE COUNTY,9,21,0,61.49,51.82,2014,1420
338,MARYLAND BALTIMORE COUNTY,4,26,0,60.33,47.88,2015,1420
323,MARYLAND BALTIMORE COUNTY,7,25,0,60.05,49.98,2016,1420
201,MARYLAND BALTIMORE COUNTY,21,13,0,56.07,57.83,2017,1420
132,MARYLAND BALTIMORE COUNTY,25,11,0,61.5,67.02,2018,1420
333,MARYLAND EASTERN SHORE,11,21,0,59.25,50.15,2010,1271
332,MARYLAND EASTERN SHORE,9,22,0,59.3,49.12,2011,1271
333,MARYLAND EASTERN SHORE,7,23,0,60.72,48.79,2012,1271
345,MARYLAND EASTERN SHORE,2,26,0,60.6,44.91,2013,1271
329,MARYLAND EASTERN SHORE,6,24,0,59.81,50.25,2014,1271
271,MARYLAND EASTERN SHORE,18,15,0,58.8,57.38,2015,1271
315,MARYLAND EASTERN SHORE,10,22,0,58.41,50.8,2016,1271
329,MARYLAND EASTERN SHORE,14,20,0,52.85,46.72,2017,1271
351,MARYLAND EASTERN SHORE,7,25,0,56.93,43.85,2018,1271
281,MASS-LOWELL,10,18,0,62.21,56.78,2014,1262
307,MASS-LOWELL,12,17,0,60.16,52.87,2015,1262
295,MASS-LOWELL,11,18,0,61.62,53.29,2016,1262
296,MASS-LOWELL,11,20,0,54.67,50.97,2017,1262
245,MASS-LOWELL,12,18,0,62.11,59.69,2018,1262
163,MASSACHUSETTS,12,20,0,72.76,68.14,2010,1269
177,MASSACHUSETTS,15,15,0,70.58,66.27,2011,1269
75,MASSACHUSETTS,25,12,0,71.8,75.67,2012,1269
74,MASSACHUSETTS,21,12,0,72.09,74.9,2013,1269
68,MASSACHUSETTS,24,9,0,72.95,74.96,2014,1269
130,MASSACHUSETTS,17,15,0,71.44,67.38,2015,1269
126,MASSACHUSETTS,14,18,0,68.36,66.67,2016,1269
116,MASSACHUSETTS,15,18,0,65.2,64.32,2017,1269
162,MASSACHUSETTS,13,20,0,68.11,65.01,2018,1269
273,McNEESE ST.,10,20,0,62.7,57.98,2010,1270
201,McNEESE ST.,21,12,0,63.52,65.17,2011,1270
249,McNEESE ST.,17,16,0,61.8,60.63,2012,1270
310,McNEESE ST.,14,17,0,61.16,53.22,2013,1270
317,McNEESE ST.,11,20,0,62.47,52.44,2014,1270
314,McNEESE ST.,15,16,0,58.03,52.16,2015,1270
331,McNEESE ST.,9,20,0,58.92,48.52,2016,1270
310,McNEESE ST.,7,22,0,58.46,49.77,2017,1270
303,McNEESE ST.,11,17,0,56.05,54.73,2018,1270
55,MEMPHIS,24,10,0,70.76,79.69,2010,1272
89,MEMPHIS,25,10,0,71.9,74.91,2011,1272
7,MEMPHIS,26,9,0,73.06,87.68,2012,1272
30,MEMPHIS,31,5,0,70.72,81.52,2013,1272
47,MEMPHIS,24,10,0,72.98,78.21,2014,1272
80,MEMPHIS,18,14,0,68.86,72.47,2015,1272
61,MEMPHIS,19,15,0,67.59,75.02,2016,1272
97,MEMPHIS,19,13,0,65.53,66.49,2017,1272
108,MEMPHIS,21,13,0,69.01,69.61,2018,1272
226,MERCER,16,17,0,63.53,62.66,2010,1273
205,MERCER,15,18,0,65.08,64.86,2011,1273
85,MERCER,27,11,0,64.48,74.24,2012,1273
107,MERCER,24,12,0,62.88,71.6,2013,1273
90,MERCER,27,9,0,63.42,72.92,2014,1273
188,MERCER,19,16,0,60.69,63.71,2015,1273
245,MERCER,19,15,0,58.57,57.21,2016,1273
175,MERCER,15,17,0,59.45,59.58,2017,1273
153,MERCER,19,15,0,62.92,65.58,2018,1273
41,MIAMI FLORIDA,20,13,0,73.01,81.59,2010,1274
52,MIAMI FLORIDA,21,15,0,74.38,79.82,2011,1274
31,MIAMI FLORIDA,20,13,0,74.6,80.82,2012,1274
13,MIAMI FLORIDA,29,7,0,75.01,84.97,2013,1274
61,MIAMI FLORIDA,17,16,0,73.23,76.05,2014,1274
33,MIAMI FLORIDA,25,13,0,73.43,78.32,2015,1274
20,MIAMI FLORIDA,27,8,0,75.54,81.69,2016,1274
39,MIAMI FLORIDA,21,12,0,72.66,75.5,2017,1274
32,MIAMI FLORIDA,22,10,0,73.78,78.65,2018,1274
151,MIAMI OHIO,14,18,0,69.74,69.06,2010,1275
179,MIAMI OHIO,16,17,0,70.83,66.21,2011,1275
193,MIAMI OHIO,9,21,0,69.79,64.6,2012,1275
237,MIAMI OHIO,9,22,0,66.88,60.83,2013,1275
211,MIAMI OHIO,13,18,0,66.55,62.6,2014,1275
203,MIAMI OHIO,13,19,0,64.35,62.31,2015,1275
213,MIAMI OHIO,13,20,0,64.76,60.37,2016,1275
262,MIAMI OHIO,11,21,0,58.08,53.72,2017,1275
246,MIAMI OHIO,16,18,0,60.9,59.56,2018,1275
45,MICHIGAN,15,17,0,77.66,81.09,2010,1276
16,MICHIGAN,21,14,0,78.19,85.76,2011,1276
27,MICHIGAN,24,10,0,76.09,82.11,2012,1276
2,MICHIGAN,31,8,0,77.04,89.7,2013,1276
9,MICHIGAN,28,9,0,76.8,86.16,2014,1276
44,MICHIGAN,16,16,0,74.68,77.23,2015,1276
48,MICHIGAN,23,13,0,72.41,77.27,2016,1276
17,MICHIGAN,26,12,0,72.67,80.25,2017,1276
8,MICHIGAN,33,8,0,73.81,83.61,2018,1276
15,MICHIGAN ST.,28,9,0,78.14,86.45,2010,1277
35,MICHIGAN ST.,19,15,0,78.9,82.06,2011,1277
3,MICHIGAN ST.,29,8,0,78.02,90.05,2012,1277
8,MICHIGAN ST.,27,9,0,76.63,87.92,2013,1277
7,MICHIGAN ST.,29,9,0,76.14,86.83,2014,1277
11,MICHIGAN ST.,27,12,0,75.26,83.93,2015,1277
4,MICHIGAN ST.,29,6,0,72.92,88.55,2016,1277
37,MICHIGAN ST.,20,15,0,73,75.72,2017,1277
4,MICHIGAN ST.,30,5,0,73.16,86.14,2018,1277
169,MIDDLE TENNESSEE ST.,19,14,0,63.02,67.8,2010,1292
167,MIDDLE TENNESSEE ST.,16,16,0,63.97,66.8,2011,1292
86,MIDDLE TENNESSEE ST.,27,7,0,67.2,74.14,2012,1292
53,MIDDLE TENNESSEE ST.,28,6,0,65.32,77.32,2013,1292
91,MIDDLE TENNESSEE ST.,24,9,0,64.42,72.83,2014,1292
164,MIDDLE TENNESSEE ST.,19,17,0,63.87,65.03,2015,1292
111,MIDDLE TENNESSEE ST.,25,10,0,63.22,69.04,2016,1292
63,MIDDLE TENNESSEE ST.,31,5,0,61.95,71.84,2017,1292
66,MIDDLE TENNESSEE ST.,25,8,0,67.22,74.58,2018,1292
19,MINNESOTA,21,14,0,77.95,85.83,2010,1278
59,MINNESOTA,17,14,0,78.26,79.08,2011,1278
37,MINNESOTA,23,15,0,77.12,79.77,2012,1278
31,MINNESOTA,21,13,0,77.4,81.5,2013,1278
29,MINNESOTA,25,13,0,75.11,81.28,2014,1278
36,MINNESOTA,18,15,0,73.13,77.94,2015,1278
153,MINNESOTA,8,23,0,71.07,64.87,2016,1278
41,MINNESOTA,24,10,0,71,75.37,2017,1278
90,MINNESOTA,15,17,0,72.7,71.76,2018,1278
40,MISSISSIPPI,24,11,0,74.87,81.61,2010,1279
68,MISSISSIPPI,20,14,0,72.67,77,2011,1279
70,MISSISSIPPI,20,14,0,73.25,76.12,2012,1279
25,MISSISSIPPI,27,9,0,70.7,81.84,2013,1279
88,MISSISSIPPI,19,14,0,71.29,73.09,2014,1279
57,MISSISSIPPI,21,13,0,71.99,75.59,2015,1279
67,MISSISSIPPI,20,12,0,68.99,74.27,2016,1279
65,MISSISSIPPI,22,14,0,70.52,71.4,2017,1279
83,MISSISSIPPI,12,20,0,74.43,72.58,2018,1279
48,MISSISSIPPI ST.,24,12,0,73.95,80.91,2010,1280
86,MISSISSIPPI ST.,17,14,0,71.74,75.04,2011,1280
83,MISSISSIPPI ST.,21,12,0,71.9,74.32,2012,1280
225,MISSISSIPPI ST.,10,22,0,70.85,61.56,2013,1280
183,MISSISSIPPI ST.,14,19,0,68.41,64.79,2014,1280
117,MISSISSIPPI ST.,13,19,0,67.95,68.3,2015,1280
76,MISSISSIPPI ST.,14,17,0,69.91,73.41,2016,1280
84,MISSISSIPPI ST.,16,16,0,68.09,68.72,2017,1280
59,MISSISSIPPI ST.,25,12,0,69.97,75.61,2018,1280
336,MISSISSIPPI VALLEY ST.,9,23,0,57.89,48.83,2010,1290
320,MISSISSIPPI VALLEY ST.,13,19,0,60.17,52.68,2011,1290
284,MISSISSIPPI VALLEY ST.,21,13,0,59.35,57.53,2012,1290
344,MISSISSIPPI VALLEY ST.,5,23,0,58.23,45.98,2013,1290
350,MISSISSIPPI VALLEY ST.,9,23,0,56.27,41.72,2014,1290
350,MISSISSIPPI VALLEY ST.,6,26,0,55.52,39.17,2015,1290
349,MISSISSIPPI VALLEY ST.,8,27,0,54.79,42.26,2016,1290
341,MISSISSIPPI VALLEY ST.,7,25,0,55.47,43.8,2017,1290
349,MISSISSIPPI VALLEY ST.,4,28,0,57.96,45.72,2018,1290
28,MISSOURI,24,11,0,74.76,83.62,2010,1281
40,MISSOURI,23,11,0,74.35,81.53,2011,1281
10,MISSOURI,30,5,0,72.61,86.12,2012,1281
23,MISSOURI,23,11,0,72.04,82.26,2013,1281
86,MISSOURI,23,12,0,71.88,73.52,2014,1281
165,MISSOURI,9,23,0,73.35,65.01,2015,1281
132,MISSOURI,10,21,0,71.38,66.26,2016,1281
115,MISSOURI,8,24,0,68.96,64.56,2017,1281
45,MISSOURI,20,13,0,73.57,76.92,2018,1281
294,MISSOURI KANSAS CITY,12,18,0,62.5,55.77,2010,1282
301,MISSOURI KANSAS CITY,16,14,0,61.18,55.81,2011,1282
295,MISSOURI KANSAS CITY,11,21,0,65.08,56.33,2012,1282
311,MISSOURI KANSAS CITY,8,24,0,65.06,53.2,2013,1282
292,MISSOURI KANSAS CITY,10,20,0,62.8,55.69,2014,1282
289,MISSOURI KANSAS CITY,14,19,0,59.44,55.62,2015,1282
278,MISSOURI KANSAS CITY,12,19,0,60.41,54.73,2016,1282
289,MISSOURI KANSAS CITY,18,17,0,53.86,51.75,2017,1282
313,MISSOURI KANSAS CITY,10,22,0,59.38,53.71,2018,1282
82,MISSOURI ST.,23,12,0,70.04,76.17,2010,1283
70,MISSOURI ST.,26,9,0,70.86,76.85,2011,1283
119,MISSOURI ST.,16,16,0,71.67,71.43,2012,1283
176,MISSOURI ST.,11,22,0,69.78,65.59,2013,1283
162,MISSOURI ST.,20,13,0,66.18,66.58,2014,1283
242,MISSOURI ST.,11,20,0,65.61,59.27,2015,1283
207,MISSOURI ST.,13,19,0,67.01,60.74,2016,1283
127,MISSOURI ST.,17,16,0,62.02,63.7,2017,1283
148,MISSOURI ST.,18,15,0,63.39,66.02,2018,1283
295,MONMOUTH NJ,12,19,0,61.79,55.75,2010,1284
297,MONMOUTH NJ,9,21,0,62.5,56.16,2011,1284
254,MONMOUTH NJ,12,20,0,65.57,60.32,2012,1284
298,MONMOUTH NJ,10,21,0,63.89,54.71,2013,1284
270,MONMOUTH NJ,11,21,0,64.09,57.83,2014,1284
185,MONMOUTH NJ,18,15,0,63.87,64.03,2015,1284
90,MONMOUTH NJ,28,8,0,65.1,71.03,2016,1284
79,MONMOUTH NJ,27,7,0,62.15,68.96,2017,1284
152,MONMOUTH NJ,11,20,0,67.3,65.68,2018,1284
131,MONTANA,22,10,0,63.06,70.74,2010,1285
174,MONTANA,21,11,0,62.42,66.39,2011,1285
116,MONTANA,25,7,0,61.62,71.8,2012,1285
183,MONTANA,25,7,0,62.39,65.28,2013,1285
239,MONTANA,17,13,0,59.26,60.37,2014,1285
210,MONTANA,20,13,0,60.04,61.7,2015,1285
169,MONTANA,21,12,0,58.49,62.81,2016,1285
187,MONTANA,16,16,0,58.45,58.96,2017,1285
115,MONTANA,26,8,0,60.79,68.8,2018,1285
230,MONTANA ST.,15,14,0,64.2,62.52,2010,1286
290,MONTANA ST.,12,18,0,61.59,57.23,2011,1286
305,MONTANA ST.,12,17,0,60.93,53.89,2012,1286
299,MONTANA ST.,13,17,0,59.64,54.69,2013,1286
318,MONTANA ST.,14,17,0,57.91,52.37,2014,1286
324,MONTANA ST.,7,23,0,60.71,50.51,2015,1286
279,MONTANA ST.,14,17,0,56.68,54.44,2016,1286
237,MONTANA ST.,16,16,0,56.32,55.67,2017,1286
288,MONTANA ST.,13,19,0,59.05,56.22,2018,1286
106,MOREHEAD ST.,24,11,0,63.99,73.32,2010,1287
102,MOREHEAD ST.,25,10,0,64.43,72.95,2011,1287
197,MOREHEAD ST.,18,15,0,63.53,64.41,2012,1287
254,MOREHEAD ST.,15,18,0,64.15,59.85,2013,1287
235,MOREHEAD ST.,20,14,0,61.11,60.89,2014,1287
153,MOREHEAD ST.,17,17,0,61.73,65.91,2015,1287
123,MOREHEAD ST.,23,14,0,60.38,67.11,2016,1287
243,MOREHEAD ST.,14,16,0,56.56,55.09,2017,1287
282,MOREHEAD ST.,8,21,0,61.65,56.74,2018,1287
183,MORGAN ST.,27,10,0,61.43,65.96,2010,1288
250,MORGAN ST.,18,14,0,59.93,60.16,2011,1288
281,MORGAN ST.,9,20,0,61.5,57.69,2012,1288
217,MORGAN ST.,17,15,0,60.26,62.08,2013,1288
221,MORGAN ST.,15,16,0,62.43,61.67,2014,1288
342,MORGAN ST.,7,24,0,59.15,47.04,2015,1288
307,MORGAN ST.,9,22,0,56.53,51.71,2016,1288
311,MORGAN ST.,14,16,0,53.17,49.71,2017,1288
328,MORGAN ST.,13,19,0,55.27,52.08,2018,1288
158,MT. ST. MARY'S MD.,16,15,0,64.19,68.34,2010,1291
276,MT. ST. MARY'S MD.,11,21,0,63.2,58.27,2011,1291
289,MT. ST. MARY'S MD.,8,21,0,62.71,56.9,2012,1291
192,MT. ST. MARY'S MD.,18,14,0,63.27,64.73,2013,1291
187,MT. ST. MARY'S MD.,16,17,0,62.39,64.6,2014,1291
230,MT. ST. MARY'S MD.,15,15,0,60.7,60.21,2015,1291
257,MT. ST. MARY'S MD.,14,19,0,58.27,56.54,2016,1291
161,MT. ST. MARY'S MD.,20,16,0,60.61,60.45,2017,1291
222,MT. ST. MARY'S MD.,18,14,0,60,60.82,2018,1291
70,MURRAY ST.,31,5,0,63.35,77.79,2010,1293
125,MURRAY ST.,23,9,0,64.2,70.55,2011,1293
71,MURRAY ST.,31,2,0,64.08,76.08,2012,1293
157,MURRAY ST.,21,10,0,63.31,66.79,2013,1293
117,MURRAY ST.,23,11,0,62.35,70.13,2014,1293
66,MURRAY ST.,29,6,0,61.74,74.07,2015,1293
182,MURRAY ST.,17,14,0,58.87,62.17,2016,1293
256,MURRAY ST.,16,17,0,53.35,54.11,2017,1293
80,MURRAY ST.,26,6,0,61.94,72.74,2018,1293
341,N.J. TECH,10,21,0,58.4,46.66,2010,1312
313,N.J. TECH,15,15,0,55.18,53.38,2011,1312
307,N.J. TECH,15,17,0,55.73,53.66,2012,1312
286,N.J. TECH,16,13,0,58.01,56.65,2013,1312
307,N.J. TECH,13,16,0,54.73,53.96,2014,1312
178,N.J. TECH,21,12,0,57.67,64.37,2015,1312
209,N.J. TECH,20,15,0,60.11,60.71,2016,1312
319,N.J. TECH,11,20,0,54.7,48.47,2017,1312
260,N.J. TECH,14,16,0,58.27,58.48,2018,1312
279,NAVY,13,17,0,62.07,57.64,2010,1298
274,NAVY,11,20,0,61.8,58.37,2011,1298
320,NAVY,3,26,0,62.04,51.46,2012,1298
314,NAVY,8,23,0,61.83,52.97,2013,1298
290,NAVY,9,21,0,62.35,55.83,2014,1298
225,NAVY,13,19,0,63.5,60.47,2015,1298
196,NAVY,19,14,0,59.9,61.51,2016,1298
156,NAVY,16,16,0,60.75,61.03,2017,1298
195,NAVY,20,12,0,62.09,62.98,2018,1298
88,NEBRASKA,15,18,0,75.19,75.32,2010,1304
65,NEBRASKA,19,13,0,72.59,77.42,2011,1304
122,NEBRASKA,12,18,0,76.38,71.12,2012,1304
103,NEBRASKA,15,18,0,75.88,71.95,2013,1304
36,NEBRASKA,19,13,0,76.37,79.44,2014,1304
87,NEBRASKA,13,18,0,73,71.7,2015,1304
74,NEBRASKA,16,18,0,70.39,73.75,2016,1304
90,NEBRASKA,12,19,0,72.18,67.41,2017,1304
55,NEBRASKA,22,11,0,73.11,75.99,2018,1304
334,NEBRASKA OMAHA,6,16,0,54,48.74,2012,1303
320,NEBRASKA OMAHA,11,20,0,62.22,52.44,2013,1303
218,NEBRASKA OMAHA,17,15,0,60.92,61.87,2014,1303
251,NEBRASKA OMAHA,12,17,0,59.93,58.66,2015,1303
204,NEBRASKA OMAHA,18,14,0,60.3,60.98,2016,1303
150,NEBRASKA OMAHA,18,14,0,61.52,61.6,2017,1303
304,NEBRASKA OMAHA,9,22,0,60.77,54.7,2018,1303
100,NEVADA,21,13,0,70.7,74.29,2010,1305
161,NEVADA,13,19,0,69.09,67.43,2011,1305
113,NEVADA,28,7,0,66.22,71.89,2012,1305
168,NEVADA,12,19,0,71.16,66.45,2013,1305
149,NEVADA,15,17,0,68.38,67.52,2014,1305
248,NEVADA,9,22,0,65.7,58.76,2015,1305
106,NEVADA,24,14,0,64.57,69.89,2016,1305
53,NEVADA,28,7,0,65.05,72.83,2017,1305
35,NEVADA,29,8,0,69.96,78.46,2018,1305
43,NEVADA LAS VEGAS,25,9,0,72.28,81.16,2010,1424
42,NEVADA LAS VEGAS,24,9,0,73.64,81.33,2011,1424
42,NEVADA LAS VEGAS,26,9,0,70.69,79.19,2012,1424
47,NEVADA LAS VEGAS,25,10,0,71.8,78.61,2013,1424
85,NEVADA LAS VEGAS,20,13,0,67.35,73.56,2014,1424
93,NEVADA LAS VEGAS,18,15,0,68.07,70.63,2015,1424
146,NEVADA LAS VEGAS,18,15,0,66.74,65.29,2016,1424
192,NEVADA LAS VEGAS,11,21,0,64.61,58.74,2017,1424
96,NEVADA LAS VEGAS,20,13,0,66.35,71.23,2018,1424
245,NEW HAMPSHIRE,13,17,0,63.23,60.91,2010,1306
288,NEW HAMPSHIRE,12,18,0,61.5,57.57,2011,1306
285,NEW HAMPSHIRE,13,16,0,60.19,57.2,2012,1306
284,NEW HAMPSHIRE,9,20,0,61.6,57.09,2013,1306
314,NEW HAMPSHIRE,6,24,0,61.42,53.12,2014,1306
217,NEW HAMPSHIRE,19,13,0,58.85,61.23,2015,1306
198,NEW HAMPSHIRE,20,13,0,59.47,61.47,2016,1306
249,NEW HAMPSHIRE,20,12,0,54.31,54.71,2017,1306
218,NEW HAMPSHIRE,10,21,0,61.89,60.95,2018,1306
64,NEW MEXICO,30,5,0,71.72,78.71,2010,1307
49,NEW MEXICO,23,13,0,72.78,80.23,2011,1307
